# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+1.7400000000000002e+01 +1.6677977694783721e+00 +7.0534935762325105e+01 -5.6216197297376246e+04 -5.6310218997536087e+08 +1.3985442025757332e+12 
+1.7500000000000000e+01 +1.6675812819097202e+00 +7.2421864348901636e+01 -6.1786855839470489e+04 -5.4566772014408600e+08 +1.3684860782275771e+12 
+1.7600000000000001e+01 +1.6673604402727717e+00 +7.4320122775382259e+01 -6.7082354522188689e+04 -5.2975975407899642e+08 +1.3408667553426152e+12 
+1.7699999999999999e+01 +1.6671354291238023e+00 +7.6214782210942872e+01 -7.1881169815392117e+04 -5.1651661158220971e+08 +1.3175886411712756e+12 
+1.7800000000000001e+01 +1.6669064330240793e+00 +7.8090913623783294e+01 -7.5961775976159101e+04 -5.0707662151331031e+08 +1.3005541553268657e+12 
+1.7900000000000002e+01 +1.6666736365292845e+00 +7.9933588216079400e+01 -7.9102649903574245e+04 -5.0257810172600693e+08 +1.2916657022054500e+12 
+1.8000000000000000e+01 +1.6664372241969747e+00 +8.1727877107113741e+01 -8.1082267529920573e+04 -5.0415937418812716e+08 +1.2928256919773301e+12 
+1.8100000000000001e+01 +1.6661972844662098e+00 +8.3463945721655477e+01 -8.1752080939681313e+04 -5.1258207741963077e+08 +1.3053039161896667e+12 
+1.8199999999999999e+01 +1.6659535212783849e+00 +8.5152337676375410e+01 -8.1255457626791482e+04 -5.2710107157098264e+08 +1.3278396306602373e+12 
+1.8300000000000001e+01 +1.6657055424570884e+00 +8.6808690856029884e+01 -7.9808740756741972e+04 -5.4659453550973320e+08 +1.3585394757375540e+12 
+1.8400000000000002e+01 +1.6654529558193265e+00 +8.8448643420682231e+01 -7.7628276597060554e+04 -5.6994063520296419e+08 +1.3955100739556831e+12 
+1.8500000000000000e+01 +1.6651953691896708e+00 +9.0087833218866677e+01 -7.4930407938291028e+04 -5.9601755098649192e+08 +1.4368580676023979e+12 
+1.8600000000000001e+01 +1.6649323903855142e+00 +9.1741898396223760e+01 -7.1931480898283247e+04 -6.2370344941059935e+08 +1.4806900799753599e+12 
+1.8699999999999999e+01 +1.6646636272294244e+00 +9.3426476884936037e+01 -6.8847839212871302e+04 -6.5187650686616611e+08 +1.5251127478972949e+12 
+1.8800000000000001e+01 +1.6643886875439062e+00 +9.5157206613578950e+01 -6.5895826527364610e+04 -6.7941490027026200e+08 +1.5682327090717131e+12 
+1.8900000000000002e+01 +1.6641071791470432e+00 +9.6949725701899624e+01 -6.3291788688641027e+04 -7.0519679724288082e+08 +1.6081565882181050e+12 
+1.9000000000000000e+01 +1.6638187098618691e+00 +9.8819672058530855e+01 -6.1252069136634840e+04 -7.2810037549375474e+08 +1.6429910240688696e+12 
+1.9100000000000001e+01 +1.6635229512592373e+00 +1.0077895074962188e+02 -5.9939278874942785e+04 -7.4728061074486685e+08 +1.6713076079741770e+12 
+1.9200000000000003e+01 +1.6632198299164460e+00 +1.0282453482181424e+02 -5.9301091732443056e+04 -7.6299970197667301e+08 +1.6935377851615742e+12 
+1.9300000000000001e+01 +1.6629093361602965e+00 +1.0494966440537561e+02 -5.9231448244721571e+04 -7.7579664981421733e+08 +1.7105779585602542e+12 
+1.9400000000000002e+01 +1.6625914603161962e+00 +1.0714757968709310e+02 -5.9624289576462186e+04 -7.8621045228158760e+08 +1.7233245275186118e+12 
+1.9500000000000000e+01 +1.6622661927142854e+00 +1.0941152066356101e+02 -6.0373554796010467e+04 -7.9478011599886417e+08 +1.7326739031395608e+12 
+1.9600000000000001e+01 +1.6619335236812045e+00 +1.1173472746731274e+02 -6.1373184436934833e+04 -8.0204464167285752e+08 +1.7395224885356548e+12 
+1.9700000000000003e+01 +1.6615934435458313e+00 +1.1411044014919433e+02 -6.2517118188149499e+04 -8.0854303331746781e+08 +1.7447666911858308e+12 
+1.9800000000000001e+01 +1.6612459426328066e+00 +1.1653189891734716e+02 -6.3699297384302386e+04 -8.1481428844453597e+08 +1.7493029099223296e+12 
+1.9900000000000002e+01 +1.6608910112717317e+00 +1.1899234380048898e+02 -6.4813661516273132e+04 -8.2139741175550568e+08 +1.7540275530440422e+12 
+2.0000000000000000e+01 +1.6605286397876715e+00 +1.2148501499364801e+02 -6.5754151803353161e+04 -8.2883140114907086e+08 +1.7598370198235308e+12 
+2.0100000000000001e+01 +1.6601587906037576e+00 +1.2400450016036615e+02 -6.6434370603381205e+04 -8.3755142092642617e+08 +1.7674504793965674e+12 
+2.0200000000000003e+01 +1.6597813145046405e+00 +1.2655077808512141e+02 -6.6846578653798933e+04 -8.4757724406752431e+08 +1.7768781022561663e+12 
+2.0300000000000001e+01 +1.6593960343690601e+00 +1.2912517517199745e+02 -6.7002699438133117e+04 -8.5882480352134907e+08 +1.7879528201153489e+12 
+2.0400000000000002e+01 +1.6590027730789838e+00 +1.3172901769422748e+02 -6.6914654991949908e+04 -8.7121003818780780e+08 +1.8005075728369204e+12 
+2.0500000000000000e+01 +1.6586013535138135e+00 +1.3436363203444247e+02 -6.6594368601457405e+04 -8.8464888170991242e+08 +1.8143752929654993e+12 
+2.0600000000000001e+01 +1.6581915985509592e+00 +1.3703034465357297e+02 -6.6053764395649152e+04 -8.9905726434195280e+08 +1.8293889084844089e+12 
+2.0700000000000003e+01 +1.6577733310727669e+00 +1.3973048180952603e+02 -6.5304764242861602e+04 -9.1435112566261470e+08 +1.8453813601766719e+12 
+2.0800000000000001e+01 +1.6573463739581651e+00 +1.4246536989899042e+02 -6.4359291548733607e+04 -9.3044639892579949e+08 +1.8621855801550442e+12 
+2.0900000000000002e+01 +1.6569105500852961e+00 +1.4523633535934971e+02 -6.3229270224406668e+04 -9.4725901516184056e+08 +1.8796344973479990e+12 
+2.1000000000000000e+01 +1.6564656823357713e+00 +1.4804470447522030e+02 -6.1926622416396785e+04 -9.6470491284790230e+08 +1.8975610510665486e+12 
+2.1100000000000001e+01 +1.6560115912360005e+00 +1.5089163456087863e+02 -6.0460690146347581e+04 -9.8271450060061872e+08 +1.9158261768479575e+12 
+2.1200000000000003e+01 +1.6555480879143230e+00 +1.5377760608606161e+02 -5.8830484063777498e+04 -1.0012761127805425e+09 +1.9344028574489421e+12 
+2.1300000000000001e+01 +1.6550749811461167e+00 +1.5670293045524048e+02 -5.7032433618281197e+04 -1.0203925583670766e+09 +1.9532920780415623e+12 
+2.1400000000000002e+01 +1.6545920797063260e+00 +1.5966791908900655e+02 -5.5062968429455905e+04 -1.0400666456656562e+09 +1.9724948229010806e+12 
+2.1500000000000000e+01 +1.6540991923731967e+00 +1.6267288327374430e+02 -5.2918516630677092e+04 -1.0603011890881567e+09 +1.9920120846599316e+12 
+2.1600000000000001e+01 +1.6535961279193920e+00 +1.6571813452340791e+02 -5.0595508883308292e+04 -1.0810989926291800e+09 +2.0118448416571602e+12 
+2.1700000000000003e+01 +1.6530826951220525e+00 +1.6880398416607147e+02 -4.8090373761186587e+04 -1.1024628689490962e+09 +2.0319940841849978e+12 
+2.1800000000000001e+01 +1.6525587027564810e+00 +1.7193074361190895e+02 -4.5399540794369364e+04 -1.1243956266511703e+09 +2.0524607968580872e+12 
+2.1900000000000002e+01 +1.6520239595983828e+00 +1.7509872424679673e+02 -4.2519439196958883e+04 -1.1469000757582717e+09 +2.0732459663480347e+12 
+2.2000000000000000e+01 +1.6514782744233143e+00 +1.7830823746855052e+02 -3.9446498346027256e+04 -1.1699790255507329e+09 +2.0943505782460972e+12 
+2.2100000000000001e+01 +1.6509214535259484e+00 +1.8155945509518099e+02 -3.6176188430820803e+04 -1.1936338531754889e+09 +2.1157650828382981e+12 
+2.2200000000000003e+01 +1.6503532932707217e+00 +1.8485199089472184e+02 -3.2700145788541900e+04 -1.2178601956526568e+09 +2.1374377736951165e+12 
+2.2300000000000001e+01 +1.6497735875391546e+00 +1.8818531914599512e+02 -2.9009048624694726e+04 -1.2426522533813472e+09 +2.1593064027926274e+12 
+2.2400000000000002e+01 +1.6491821302133480e+00 +1.9155891410141200e+02 -2.5093574829046585e+04 -1.2680042281289876e+09 +2.1813087240530959e+12 
+2.2500000000000000e+01 +1.6485787151763678e+00 +1.9497224997496417e+02 -2.0944401868153796e+04 -1.2939103234035461e+09 +2.2033824937890293e+12 
+2.2600000000000001e+01 +1.6479631363098488e+00 +1.9842480103283935e+02 -1.6552207752809376e+04 -1.3203647405569768e+09 +2.2254654654312207e+12 
+2.2700000000000003e+01 +1.6473351874957756e+00 +2.0191604153753920e+02 -1.1907670518470371e+04 -1.3473616806693022e+09 +2.2474953918779561e+12 
+2.2800000000000001e+01 +1.6466946626172325e+00 +2.0544544569732145e+02 -7.0014675370969771e+03 -1.3748953477175283e+09 +2.2694100301583398e+12 
+2.2900000000000002e+01 +1.6460413555588900e+00 +2.0901248766236239e+02 -1.8242755825991826e+03 -1.4029599480084140e+09 +2.2911471403627554e+12 
+2.3000000000000000e+01 +1.6453750601987949e+00 +2.1261664184854823e+02 +3.6332256534525277e+03 -1.4315496759284997e+09 +2.3126444663335083e+12 
+2.3100000000000001e+01 +1.6446955661588365e+00 +2.1625739819991998e+02 +9.3797650922132270e+03 -1.4606574415317295e+09 +2.3338442253885659e+12 
+2.3200000000000003e+01 +1.6440026460046846e+00 +2.1993431004256604e+02 +1.5421692137450140e+04 -1.4902709603704057e+09 +2.3547064507021479e+12 
+2.3300000000000001e+01 +1.6432960680383624e+00 +2.2364694653444747e+02 +2.1764761440300299e+04 -1.5203766498149519e+09 +2.3751956299367222e+12 
+2.3400000000000002e+01 +1.6425756005641161e+00 +2.2739487674507876e+02 +2.8414728628958317e+04 -1.5509609312639909e+09 +2.3952762562954023e+12 
+2.3500000000000000e+01 +1.6418410118842328e+00 +2.3117766981700950e+02 +3.5377348557542042e+04 -1.5820102230147693e+09 +2.4149128188031465e+12 
+2.3600000000000001e+01 +1.6410920703028333e+00 +2.3499489482818072e+02 +4.2658376732493431e+04 -1.6135109458755920e+09 +2.4340698097588921e+12 
+2.3700000000000003e+01 +1.6403285441209765e+00 +2.3884612097164015e+02 +5.0263567449029557e+04 -1.6454495158539217e+09 +2.4527117150635391e+12 
+2.3800000000000001e+01 +1.6395502016442345e+00 +2.4273091726231519e+02 +5.8198676940083547e+04 -1.6778123568266070e+09 +2.4708030313010674e+12 
+2.3900000000000002e+01 +1.6387568111727944e+00 +2.4664885293291499e+02 +6.6469459028869576e+04 -1.7105858827633333e+09 +2.4883082414815649e+12 
+2.4000000000000000e+01 +1.6379481410115786e+00 +2.5059949702186466e+02 +7.5081669709004098e+04 -1.7437565166170454e+09 +2.5051918409836968e+12 
+2.4100000000000001e+01 +1.6371239568230871e+00 +2.5458220748585867e+02 +8.4042142445797508e+04 -1.7773098233814564e+09 +2.5214122201022139e+12 
+2.4200000000000003e+01 +1.6362840136939130e+00 +2.5859549819134571e+02 +9.3362018095406107e+04 -1.8112279263264005e+09 +2.5369033356408613e+12 
+2.4300000000000001e+01 +1.6354280640770436e+00 +2.6263767156419857e+02 +1.0305351896659762e+05 -1.8454921071463184e+09 +2.5515930617745708e+12 
+2.4400000000000002e+01 +1.6345558604201025e+00 +2.6670703024408249e+02 +1.1312886503216630e+05 -1.8800836380308399e+09 +2.5654092597655522e+12 
+2.4500000000000000e+01 +1.6336671551726829e+00 +2.7080187679756523e+02 +1.2360027702386781e+05 -1.9149837941423106e+09 +2.5782797947976484e+12 
+2.4600000000000001e+01 +1.6327617007834612e+00 +2.7492051382082929e+02 +1.3447997539638352e+05 -1.9501738496427827e+09 +2.5901325308189785e+12 
+2.4700000000000003e+01 +1.6318392497026222e+00 +2.7906124385257630e+02 +1.4578018121999415e+05 -1.9856350811754398e+09 +2.6008953351329766e+12 
+2.4800000000000001e+01 +1.6308995543800289e+00 +2.8322236944406637e+02 +1.5751311542492438e+05 -2.0213487647974420e+09 +2.6104960742255352e+12 
+2.4900000000000002e+01 +1.6299423672614552e+00 +2.8740219331246010e+02 +1.6969099710686065e+05 -2.0572961690334325e+09 +2.6188626042760327e+12 
+2.5000000000000000e+01 +1.6289674407974444e+00 +2.9159901798715282e+02 +1.8232604740301825e+05 -2.0934585707011843e+09 +2.6259227927281606e+12 
+2.5100000000000001e+01 +1.6279745167979003e+00 +2.9581151079260195e+02 +1.9542467299471868e+05 -2.1297889174802101e+09 +2.6315637899062236e+12 
+2.5200000000000003e+01 +1.6269632945099426e+00 +3.0003979829976589e+02 +2.0897002164670901e+05 -2.1661268350566235e+09 +2.6355098693090161e+12 
+2.5300000000000001e+01 +1.6259334625373429e+00 +3.0428437199954385e+02 +2.2293942518556042e+05 -2.2022836136090798e+09 +2.6374445783217710e+12 
+2.5400000000000002e+01 +1.6248847094867889e+00 +3.0854572326252628e+02 +2.3731021678494109e+05 -2.2380705489026475e+09 +2.6370514720343564e+12 
+2.5500000000000000e+01 +1.6238167239663872e+00 +3.1282434339651616e+02 +2.5205973034386995e+05 -2.2732989397578292e+09 +2.6340141097865205e+12 
+2.5600000000000001e+01 +1.6227291945806706e+00 +3.1712072386220814e+02 +2.6716529802500294e+05 -2.3077800777505903e+09 +2.6280160409001411e+12 
+2.5700000000000003e+01 +1.6216218099337558e+00 +3.2143535613174731e+02 +2.8260425189476623e+05 -2.3413252541388674e+09 +2.6187408143338286e+12 
+2.5800000000000001e+01 +1.6204942586358251e+00 +3.2576873143225765e+02 +2.9835392672249448e+05 -2.3737457712578936e+09 +2.6058719941795044e+12 
+2.5900000000000002e+01 +1.6193462292886998e+00 +3.3012134133312139e+02 +3.1439165347460372e+05 -2.4048529157844768e+09 +2.5890931230667295e+12 
+2.6000000000000000e+01 +1.6181774105035767e+00 +3.3449367701861922e+02 +3.3069476740847115e+05 -2.4344579921025066e+09 +2.5680877679376865e+12 
+2.6100000000000001e+01 +1.6169874907153239e+00 +3.3888610436538090e+02 +3.4723860656532430e+05 -2.4623586795342941e+09 +2.5425236108301733e+12 
+2.6200000000000003e+01 +1.6157761577079939e+00 +3.4329848577261015e+02 +3.6399054523694381e+05 -2.4882982610550413e+09 +2.5120049370984878e+12 
+2.6300000000000001e+01 +1.6145430990931164e+00 +3.4773055818047419e+02 +3.8091596215249924e+05 -2.5120064013085237e+09 +2.4761201563404595e+12 
+2.6400000000000002e+01 +1.6132880024842555e+00 +3.5218205844139123e+02 +3.9798023704913812e+05 -2.5332127691859517e+09 +2.4344576840748989e+12 
+2.6500000000000000e+01 +1.6120105554950386e+00 +3.5665272341198119e+02 +4.1514874957220943e+05 -2.5516470330768704e+09 +2.3866059350124648e+12 
+2.6600000000000001e+01 +1.6107104457414341e+00 +3.6114228983855202e+02 +4.3238688068859366e+05 -2.5670388670749063e+09 +2.3321533319385684e+12 
+2.6700000000000003e+01 +1.6093873608348961e+00 +3.6565049466750168e+02 +4.4966000904065743e+05 -2.5791179354236875e+09 +2.2706882838643174e+12 
+2.6800000000000001e+01 +1.6080409883897377e+00 +3.7017707472358222e+02 +4.6693351465139299e+05 -2.5876139081290622e+09 +2.2017992077732363e+12 
+2.6900000000000002e+01 +1.6066710160204016e+00 +3.7472176681893671e+02 +4.8417277773518220e+05 -2.5922564561318412e+09 +2.1250745220786692e+12 
+2.7000000000000000e+01 +1.6052771313397465e+00 +3.7928430784204971e+02 +5.0134317758123769e+05 -2.5927752463495283e+09 +2.0401026394677295e+12 
+2.7100000000000001e+01 +1.6038590206872532e+00 +3.8386448043448110e+02 +5.1840741111677996e+05 -2.5888891402568741e+09 +1.9464648834341736e+12 
+2.7200000000000003e+01 +1.6024163653075392e+00 +3.8846225035242162e+02 +5.3531744440832909e+05 -2.5802737710520458e+09 +1.8437142111555559e+12 
+2.7300000000000001e+01 +1.6009488451690799e+00 +3.9307762922397421e+02 +5.5202255979249696e+05 -2.5665939607093191e+09 +1.7313964825339485e+12 
+2.7400000000000002e+01 +1.5994561402379874e+00 +3.9771062877723205e+02 +5.6847203848416184e+05 -2.5475145265726948e+09 +1.6090575511250740e+12 
+2.7500000000000000e+01 +1.5979379304874299e+00 +4.0236126044847452e+02 +5.8461516495812230e+05 -2.5227002994547729e+09 +1.4762432889896543e+12 
+2.7600000000000001e+01 +1.5963938958822042e+00 +4.0702953601988253e+02 +6.0040121982046450e+05 -2.4918160941613588e+09 +1.3324995461674136e+12 
+2.7700000000000003e+01 +1.5948237163948578e+00 +4.1171546694769296e+02 +6.1577948736539914e+05 -2.4545267408839569e+09 +1.1773721939938586e+12 
+2.7800000000000001e+01 +1.5932270719917925e+00 +4.1641906495303306e+02 +6.3069924884282681e+05 -2.4104970569770989e+09 +1.0104070858971848e+12 
+2.7900000000000002e+01 +1.5916036426425919e+00 +4.2114034161894079e+02 +6.4510978709832334e+05 -2.3593918665512304e+09 +8.3115008475882251e+11 
+2.8000000000000000e+01 +1.5899531083169074e+00 +4.2587930852786161e+02 +6.5896038496811711e+05 -2.3008759936326752e+09 +6.3914705329935962e+11 
+2.8100000000000001e+01 +1.5882751366483860e+00 +4.3063675938434358e+02 +6.7218714766212797e+05 -2.2345610492265739e+09 +4.3388786242287860e+11 
+2.8200000000000003e+01 +1.5865693459283203e+00 +4.3541661634031431e+02 +6.8467347016300354e+05 -2.1598457929122686e+09 +2.1463841619617868e+11 
+2.8300000000000001e+01 +1.5848353421176904e+00 +4.4022358343294940e+02 +6.9628957249022077e+05 -2.0760757823131449e+09 -1.9391357855765800e+10 
+2.8400000000000002e+01 +1.5830727311733783e+00 +4.4506236487590002e+02 +7.0690567264063214e+05 -1.9825965665463202e+09 -2.6899154404798657e+11 
+2.8500000000000000e+01 +1.5812811190538389e+00 +4.4993766481474563e+02 +7.1639198939493217e+05 -1.8787536980357661e+09 -5.3495222208305219e+11 
+2.8600000000000001e+01 +1.5794601117178992e+00 +4.5485418737610121e+02 +7.2461874177016329e+05 -1.7638927302535841e+09 -8.1806347014924561e+11 
+2.8700000000000003e+01 +1.5776093151243784e+00 +4.5981663669145655e+02 +7.3145614869200741e+05 -1.6373592161789591e+09 -1.1191153672357219e+12 
+2.8800000000000001e+01 +1.5757283352301965e+00 +4.6482971696547281e+02 +7.3677442831145402e+05 -1.4984987057218869e+09 -1.4388979964092822e+12 
+2.8900000000000002e+01 +1.5738167779958314e+00 +4.6989813226791688e+02 +7.4044380020524818e+05 -1.3466567544573326e+09 -1.7782014331770337e+12 
+2.9000000000000000e+01 +1.5718742493767213e+00 +4.7502658686154854e+02 +7.4233448188784346e+05 -1.1811789096864278e+09 -2.1378157641782595e+12 
+2.9100000000000001e+01 +1.5699003411029460e+00 +4.8022054973940118e+02 +7.4230724013554701e+05 -1.0013974948467542e+09 -2.5184976031411216e+12 
+2.9200000000000003e+01 +1.5678945879824517e+00 +4.8548854962299032e+02 +7.4018503004061827e+05 -8.0659190259758151e+08 -2.9208697199688789e+12 
+2.9300000000000001e+01 +1.5658565105896363e+00 +4.9083988029562943e+02 +7.3578135228823940e+05 -5.9602828665165174e+08 -3.3455214323145723e+12 
+2.9400000000000002e+01 +1.5637856295041630e+00 +4.9628383531795487e+02 +7.2890971008383948e+05 -3.6897281122667557e+08 -3.7930420433059805e+12 
+2.9500000000000000e+01 +1.5616814653021298e+00 +5.0182970840764938e+02 +7.1938360481970932e+05 -1.2469163289317209e+08 -4.2640208667270825e+12 
+2.9600000000000001e+01 +1.5595435385596952e+00 +5.0748679327165337e+02 +7.0701653805645171e+05 +1.3754909095968011e+08 -4.7590472151226533e+12 
+2.9700000000000003e+01 +1.5573713698538092e+00 +5.1326438358589189e+02 +6.9162201169623923e+05 +4.1848320153354949e+08 -5.2787103990955820e+12 
+2.9800000000000001e+01 +1.5551644797649231e+00 +5.1917177288056916e+02 +6.7301352927258972e+05 +7.1884453328513205e+08 -5.8235997199799023e+12 
+2.9900000000000002e+01 +1.5529223888660413e+00 +5.2521825499665260e+02 +6.5100459082271182e+05 +1.0393669351953635e+09 -6.3943044991498086e+12 
+3.0000000000000000e+01 +1.5506446177348572e+00 +5.3141312358222285e+02 +6.2540869854150072e+05 +1.3807842473056479e+09 -6.9914140456614092e+12 
+3.0100000000000001e+01 +1.5483307075118535e+00 +5.3776508053132466e+02 +5.9605064080494666e+05 +1.7437290501994717e+09 -7.6152920423793457e+12 
+3.0200000000000003e+01 +1.5459802815862707e+00 +5.4428046085134963e+02 +5.6280034908787115e+05 +2.1284288937981563e+09 -8.2653996776700811e+12 
+3.0300000000000001e+01 +1.5435929839085545e+00 +5.5096500787070386e+02 +5.2553904015186545e+05 +2.5350100724021406e+09 -8.9409725191116836e+12 
+3.0400000000000002e+01 +1.5411684584315271e+00 +5.5782446481021566e+02 +4.8414793202006427e+05 +2.9635988749391065e+09 -9.6412461267461641e+12 
+3.0500000000000000e+01 +1.5387063491054607e+00 +5.6486457500277709e+02 +4.3850824141878920e+05 +3.4143215958173590e+09 -1.0365456068264123e+13 
+3.0600000000000001e+01 +1.5362062998812167e+00 +5.7209108175331596e+02 +3.8850118541442085e+05 +3.8873045279602170e+09 -1.1112837909235686e+13 
+3.0700000000000003e+01 +1.5336679547132603e+00 +5.7950972822425410e+02 +3.3400798261821317e+05 +4.3826739580434523e+09 -1.1882627206783812e+13 
+3.0800000000000001e+01 +1.5310909575505181e+00 +5.8712625779863151e+02 +2.7490984923451132e+05 +4.9005561825252743e+09 -1.2674059531310072e+13 
+3.0900000000000002e+01 +1.5284749523443433e+00 +5.9494641376550999e+02 +2.1108800247380280e+05 +5.4410774938300018e+09 -1.3486370447797111e+13 
+3.1000000000000000e+01 +1.5258195830470125e+00 +6.0297593936981366e+02 +1.4242366008118118e+05 +6.0043641820545712e+09 -1.4318795517910215e+13 
